ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,CPA,Conversion Rate,ROI
738560,2017-08-19,2017-08-19,936,109844,40-44,F,64,70,66,1338,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
738582,2017-08-19,2017-08-19,936,109848,45-49,F,10,16,12,46150,15,20.17999983,1,1,0.03250270855904659,1.3453333219999999,20.17999983,6.666666666666667,4.955401429257594
738592,2017-08-20,2017-08-20,936,109850,45-49,F,16,22,20,493821,116,176.3799977,4,1,0.02349029304140569,1.520517221551724,176.3799977,0.8620689655172413,0.5669577123483543
738593,2017-08-20,2017-08-20,936,109850,45-49,F,16,17,21,92011,27,34.39000046,2,1,0.029344317527252174,1.273703720740741,34.39000046,3.7037037037037033,2.9078220023960997
738598,2017-08-21,2017-08-21,936,109851,45-49,F,18,23,24,12956,4,5.49000001,1,1,0.030873726458783574,1.3725000025,5.49000001,25.0,18.214936214544743
738606,2017-08-21,2017-08-21,936,109852,45-49,F,19,20,23,529,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
738637,2017-08-21,2017-08-21,936,109857,45-49,F,24,26,30,944,1,1.419999957,1,0,0.1059322033898305,1.419999957,0.0,0.0,0.0
738648,2017-08-18,2017-08-18,936,109859,45-49,F,26,30,27,111090,38,51.97000027,5,1,0.03420649923485462,1.3676315860526316,51.97000027,2.631578947368421,1.9241870209826728
747212,2017-08-18,2017-08-18,936,110836,30-34,M,10,16,14,7208,2,3.190000057,1,0,0.02774694783573807,1.5950000285,0.0,0.0,0.0
747213,2017-08-18,2017-08-18,936,110836,30-34,M,10,12,11,1746,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
747220,2017-08-18,2017-08-18,936,110837,30-34,M,15,17,16,2474,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0
747222,2017-08-18,2017-08-18,936,110838,30-34,M,16,22,20,12489,2,1.960000038,1,0,0.016014092401313153,0.980000019,0.0,0.0,0.0
747223,2017-08-18,2017-08-18,936,110838,30-34,M,16,18,18,8032,1,0.600000024,2,0,0.01245019920318725,0.600000024,0.0,0.0,0.0
747248,2017-08-21,2017-08-21,936,110842,30-34,M,21,24,24,472,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747332,2017-08-21,2017-08-21,936,110856,30-34,M,64,68,65,792,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747362,2017-08-21,2017-08-21,936,110861,35-39,M,15,16,18,4607,1,1.149999976,1,1,0.021706099413935316,1.149999976,1.149999976,100.0,86.95652355387529
747369,2017-08-21,2017-08-21,936,110862,35-39,M,16,17,21,13355,2,3.180000067,1,1,0.014975664545114188,1.5900000335,3.180000067,50.0,31.446540217950254
747370,2017-08-20,2017-08-20,936,110862,35-39,M,16,17,19,2936,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
747401,2017-08-21,2017-08-21,936,110867,35-39,M,22,25,25,2793,1,0.980000019,1,1,0.03580379520229145,0.980000019,0.980000019,100.0,102.04081434818829
747435,2017-08-21,2017-08-21,936,110873,35-39,M,28,29,30,1032,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
747439,2017-08-21,2017-08-21,936,110874,35-39,M,29,35,33,1662,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747489,2017-08-21,2017-08-21,936,110882,40-44,M,2,7,6,4016,2,1.480000049,1,1,0.049800796812749,0.7400000245,1.480000049,50.0,67.56756533053331
747514,2017-08-21,2017-08-21,936,110886,40-44,M,16,20,17,14843,3,2.939999938,1,1,0.02021154753082261,0.9799999793333334,2.939999938,33.33333333333333,34.013606159470605
747645,2017-08-21,2017-08-21,936,110908,45-49,M,10,14,13,9674,3,4.600000024,1,1,0.03101095720487906,1.5333333413333332,4.600000024,33.33333333333333,21.73913032136106
747659,2017-08-25,2017-08-25,936,110910,45-49,M,16,21,17,12186,2,2.669999957,1,0,0.016412276382734285,1.3349999785,0.0,0.0,0.0
747675,2017-08-25,2017-08-25,936,110913,45-49,M,20,22,21,673,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
747678,2017-08-25,2017-08-25,936,110914,45-49,M,21,27,23,370,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747712,2017-08-24,2017-08-24,936,110919,45-49,M,26,30,29,450,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747790,2017-08-24,2017-08-24,936,110932,30-34,F,10,12,14,2077,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747791,2017-08-25,2017-08-25,936,110932,30-34,F,10,14,13,31393,8,10.96000051,1,1,0.025483388016436785,1.37000006375,10.96000051,12.5,9.124087166671126
747795,2017-08-25,2017-08-25,936,110933,30-34,F,15,21,18,8410,2,2.359999895,1,1,0.023781212841854936,1.1799999475,2.359999895,50.0,42.37288324116641
747798,2017-08-25,2017-08-25,936,110934,30-34,F,16,21,20,25884,5,7.350000143,1,0,0.019316952557564517,1.4700000286,0.0,0.0,0.0
747824,2017-08-25,2017-08-25,936,110938,30-34,F,21,24,23,608,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747828,2017-08-25,2017-08-25,936,110939,30-34,F,22,24,24,28488,10,9.340000033,1,0,0.035102499297950014,0.9340000033000001,0.0,0.0,0.0
747852,2017-08-24,2017-08-24,936,110943,30-34,F,26,32,32,10126,3,4.619999886,1,0,0.02962670353545329,1.5399999619999998,0.0,0.0,0.0
747859,2017-08-24,2017-08-24,936,110944,30-34,F,27,32,33,22572,5,8.5,1,0,0.022151337940811627,1.7,0.0,0.0,0.0
747863,2017-08-24,2017-08-24,936,110944,30-34,F,27,30,33,1955,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747879,2017-08-24,2017-08-24,936,110947,30-34,F,30,36,31,493,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
747903,2017-08-24,2017-08-24,936,110951,30-34,F,63,69,69,1491,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
747911,2017-08-24,2017-08-24,936,110952,30-34,F,64,66,66,1495,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
